,wg_1_w,wg_1_p_1_x,wg_1_p_1_y,wg_1_p_2_x,wg_1_p_2_y,wg_1_p_3_x,wg_1_p_3_y,wg_1_p_4_x,wg_1_p_4_y,wg_2_w,wg_2_p_1_x,wg_2_p_1_y,wg_2_p_2_x,wg_2_p_2_y,wg_2_p_3_x,wg_2_p_3_y,wg_2_p_4_x,wg_2_p_4_y
te_phase_diff_1.63,,,-0.006372290280708414,-0.009551075305445482,-0.006372290280708414,-0.025030953323658914,-0.05175310755669679,,-0.05175310755669679,,,0.030085315763567037,-0.06289343718489827,0.030085315763567037,0.055567292296944966,-0.008246157597122076,,-0.008246157597122076
te_phase_diff_1.634,,,-0.031237117804489695,-0.010224011120890332,-0.031237117804489695,0.0264600887354052,-0.08390012429687074,,-0.08390012429687074,,,0.0030789958966677476,-0.06923574905632171,0.0030789958966677476,0.024755759572477304,0.030315683751108595,,0.030315683751108595
te_phase_diff_1.638,,,-0.031371773184009875,-0.0204460889253339,-0.031371773184009875,0.016534514685957548,-0.07044115045294887,,-0.07044115045294887,,,0.009900772218553249,-0.04629703117888914,0.009900772218553249,0.00490979892217941,0.05367972296605587,,0.05367972296605587
te_phase_diff_1.642,,,-0.027103256248855907,-0.021100210849245567,-0.027103256248855907,0.018878015159391987,-0.05015337808725882,,-0.05015337808725882,,,-0.017834266117580287,0.007272576883484461,-0.017834266117580287,0.005184636050859301,0.0365375411025285,,0.0365375411025285
te_phase_diff_1.646,,,-0.027439438200561304,-0.05423821881452627,-0.027439438200561304,0.044676666205100884,-0.07196496316836254,,-0.07196496316836254,,,-0.04209597247884573,0.01482961749676832,-0.04209597247884573,0.005843897670712996,0.05605754931461667,,0.05605754931461667
te_phase_diff_1.65,,,-0.008186278338736416,-0.04070071336617976,-0.008186278338736416,0.07037779029441323,-0.05944888801508893,,-0.05944888801508893,,,-0.05831680304470602,0.044938406666513796,-0.05831680304470602,-0.018952638763309715,0.042515398533179656,,0.042515398533179656
tm1_1.45,,,-0.008538931890234835,-0.21837559178859098,-0.008538931890234835,0.29144628790959864,-0.01941884199421494,,-0.01941884199421494,,,0.004519703734259433,-0.015559224670789065,0.004519703734259433,-0.05005413089171463,0.0008116368431075435,,0.0008116368431075435
tm1_1.454,,,-0.008396603959916371,-0.21707434661425842,-0.008396603959916371,0.29014071946302716,-0.01925620168755369,,-0.01925620168755369,,,0.002766712361963483,-0.014204913952914375,0.002766712361963483,-0.0494110244363804,0.0016808163948672289,,0.0016808163948672289
tm1_1.458,,,-0.008200424931327159,-0.21619637578606488,-0.008200424931327159,0.2885861978772449,-0.019027396860260726,,-0.019027396860260726,,,0.001375588579531594,-0.013340996397746526,0.001375588579531594,-0.04931873207235845,0.002392951986790579,,0.002392951986790579
tm1_1.462,,,-0.008008079937567728,-0.2159176294576313,-0.008008079937567728,0.2871217886588413,-0.01883606833176574,,-0.01883606833176574,,,0.0003760930292423448,-0.013013686699443607,0.0003760930292423448,-0.049649448759470305,0.0029043158151843313,,0.0029043158151843313
tm1_1.466,,,-0.007847722719320827,-0.21624775585008316,-0.007847722719320827,0.28598240434517685,-0.018740794473651255,,-0.018740794473651255,,,-0.000374045014843566,-0.01322921909159909,-0.000374045014843566,-0.05026764390015587,0.0033105185869874284,,0.0033105185869874284
tm1_1.47,,,-0.007840477414557746,-0.21700176773439453,-0.007840477414557746,0.28523184910401406,-0.018635060542843366,,-0.018635060542843366,,,-0.0008146510149894584,-0.013883146099964657,-0.0008146510149894584,-0.051197038208770605,0.0035732410138789136,,0.0035732410138789136
tm1_1.474,,,-0.008356604152968695,-0.21782708922876284,-0.008356604152968695,0.28486731497173284,-0.018202098492902535,,-0.018202098492902535,,,-0.0005066277812530535,-0.014532686338986241,-0.0005066277812530535,-0.052677158066725745,0.0034147069857480483,,0.0034147069857480483
tm1_1.478,,,-0.009383259042729068,-0.2185299520665083,-0.009383259042729068,0.28476021089627795,-0.01746254832004669,,-0.01746254832004669,,,0.0003484371441345365,-0.015100900796922924,0.0003484371441345365,-0.05444289589369454,0.0030394570353571007,,0.0030394570353571007
tm1_1.482,,,-0.0104921916442845,-0.21912897613896157,-0.0104921916442845,0.2847661081767443,-0.016710044863074574,,-0.016710044863074574,,,0.0010989069199944582,-0.015931624283175027,0.0010989069199944582,-0.055895026555785744,0.002984338372522424,,0.002984338372522424
tm1_1.486,,,-0.011422305387579696,-0.21957522238793653,-0.011422305387579696,0.2848310222026527,-0.01602193195843383,,-0.01602193195843383,,,0.001605769233278396,-0.017145209309511994,0.001605769233278396,-0.05684308125921831,0.00336223238626015,,0.00336223238626015
tm1_1.49,,,-0.012165535059203087,-0.2196854863386858,-0.012165535059203087,0.28487709895396535,-0.015287262121268403,,-0.015287262121268403,,,0.002271998513666468,-0.018528037931585785,0.002271998513666468,-0.05729980190965484,0.003794728497819998,,0.003794728497819998
tm1_1.494,,,-0.013079674784664734,-0.21925227011358145,-0.013079674784664734,0.2849033015918708,-0.014150019957149295,,-0.014150019957149295,,,0.0040865103710573825,-0.01959086318947534,0.0040865103710573825,-0.057217193092698806,0.0034578734272643235,,0.0034578734272643235
tm1_1.498,,,-0.014166293688015006,-0.218357339022128,-0.014166293688015006,0.28467315088247597,-0.012216527145877043,,-0.012216527145877043,,,0.0069990276597036135,-0.020649611625292875,0.0069990276597036135,-0.056914465276066306,0.0026066088046235196,,0.0026066088046235196
tm1_1.502,,,-0.015085394327748036,-0.2169596040025619,-0.015085394327748036,0.2837304927935051,-0.009773213874819092,,-0.009773213874819092,,,0.009849029372993071,-0.021837634565906473,0.009849029372993071,-0.056725072868641695,0.0021117122267870626,,0.0021117122267870626
tm1_1.506,,,-0.015514428442025873,-0.2151325406850621,-0.015514428442025873,0.2835769334670236,-0.011212506840466891,,-0.011212506840466891,,,0.00836732293013042,-0.019869905547719065,0.00836732293013042,-0.05560435755705447,0.0033183793952898666,,0.0033183793952898666
tm1_1.51,,,-0.015654518863594372,-0.21297999361026376,-0.015654518863594372,0.2827264535512416,-0.012349451795201884,,-0.012349451795201884,,,0.006919490362063723,-0.018007185468452695,0.006919490362063723,-0.05483598909413162,0.0044925599448738494,,0.0044925599448738494
tm1_1.514,,,-0.01561889398529843,-0.2110294068807623,-0.01561889398529843,0.28158825849447694,-0.012761744817092817,,-0.012761744817092817,,,0.006309042403819887,-0.01686258621631426,0.006309042403819887,-0.05448250192130197,0.005122215420390387,,0.005122215420390387
tm1_1.518,,,-0.01543436550239946,-0.20956619535292487,-0.01543436550239946,0.28048863855685485,-0.012796468685372467,,-0.012796468685372467,,,0.006349440039955058,-0.016364382735728218,0.006349440039955058,-0.054276292190127924,0.0052585773174290374,,0.0052585773174290374
tm1_1.522,,,-0.015100782454466721,-0.2087748428654743,-0.015100782454466721,0.2795533438875588,-0.012700535869558612,,-0.012700535869558612,,,0.00678471999696512,-0.016394570969328004,0.00678471999696512,-0.054024146071835914,0.005118535380640552,,0.005118535380640552
