,te1_1.45,te1_1.454,te1_1.458,te1_1.462,te1_1.466,te1_1.47,te1_1.474,te1_1.478,te1_1.482,te1_1.486,te1_1.49,te1_1.494,te1_1.498,te1_1.502,te1_1.506,te1_1.51,te1_1.514,te1_1.518,te1_1.522,te1_1.526,te1_1.53,te1_1.534,te1_1.538,te1_1.542,te1_1.546,te1_1.55,te1_1.554,te1_1.558,te1_1.562,te1_1.566,te1_1.57,te1_1.574,te1_1.578,te1_1.582,te1_1.586,te1_1.59,te1_1.594,te1_1.598,te1_1.602,te1_1.606,te1_1.61,te1_1.614,te1_1.618,te1_1.622,te1_1.626,te1_1.63,te1_1.634,te1_1.638,te1_1.642,te1_1.646,te1_1.65,te2_1.45,te2_1.454,te2_1.458,te2_1.462,te2_1.466,te2_1.47,te2_1.474,te2_1.478,te2_1.482,te2_1.486,te2_1.49,te2_1.494,te2_1.498,te2_1.502,te2_1.506,te2_1.51,te2_1.514,te2_1.518,te2_1.522,te2_1.526,te2_1.53,te2_1.534,te2_1.538,te2_1.542,te2_1.546,te2_1.55,te2_1.554,te2_1.558,te2_1.562,te2_1.566,te2_1.57,te2_1.574,te2_1.578,te2_1.582,te2_1.586,te2_1.59,te2_1.594,te2_1.598,te2_1.602,te2_1.606,te2_1.61,te2_1.614,te2_1.618,te2_1.622,te2_1.626,te2_1.63,te2_1.634,te2_1.638,te2_1.642,te2_1.646,te2_1.65,te_phase_diff_1.45,te_phase_diff_1.454,te_phase_diff_1.458,te_phase_diff_1.462,te_phase_diff_1.466,te_phase_diff_1.47,te_phase_diff_1.474,te_phase_diff_1.478,te_phase_diff_1.482,te_phase_diff_1.486,te_phase_diff_1.49,te_phase_diff_1.494,te_phase_diff_1.498,te_phase_diff_1.502,te_phase_diff_1.506,te_phase_diff_1.51,te_phase_diff_1.514,te_phase_diff_1.518,te_phase_diff_1.522,te_phase_diff_1.526,te_phase_diff_1.53,te_phase_diff_1.534,te_phase_diff_1.538,te_phase_diff_1.542,te_phase_diff_1.546,te_phase_diff_1.55,te_phase_diff_1.554,te_phase_diff_1.558,te_phase_diff_1.562,te_phase_diff_1.566,te_phase_diff_1.57,te_phase_diff_1.574,te_phase_diff_1.578,te_phase_diff_1.582,te_phase_diff_1.586,te_phase_diff_1.59,te_phase_diff_1.594,te_phase_diff_1.598,te_phase_diff_1.602,te_phase_diff_1.606,te_phase_diff_1.61,te_phase_diff_1.614,te_phase_diff_1.618,te_phase_diff_1.622,te_phase_diff_1.626,te_phase_diff_1.63,te_phase_diff_1.634,te_phase_diff_1.638,te_phase_diff_1.642,te_phase_diff_1.646,te_phase_diff_1.65,tm1_1.45,tm1_1.454,tm1_1.458,tm1_1.462,tm1_1.466,tm1_1.47,tm1_1.474,tm1_1.478,tm1_1.482,tm1_1.486,tm1_1.49,tm1_1.494,tm1_1.498,tm1_1.502,tm1_1.506,tm1_1.51,tm1_1.514,tm1_1.518,tm1_1.522,tm1_1.526,tm1_1.53,tm1_1.534,tm1_1.538,tm1_1.542,tm1_1.546,tm1_1.55,tm1_1.554,tm1_1.558,tm1_1.562,tm1_1.566,tm1_1.57,tm1_1.574,tm1_1.578,tm1_1.582,tm1_1.586,tm1_1.59,tm1_1.594,tm1_1.598,tm1_1.602,tm1_1.606,tm1_1.61,tm1_1.614,tm1_1.618,tm1_1.622,tm1_1.626,tm1_1.63,tm1_1.634,tm1_1.638,tm1_1.642,tm1_1.646,tm1_1.65,tm2_1.45,tm2_1.454,tm2_1.458,tm2_1.462,tm2_1.466,tm2_1.47,tm2_1.474,tm2_1.478,tm2_1.482,tm2_1.486,tm2_1.49,tm2_1.494,tm2_1.498,tm2_1.502,tm2_1.506,tm2_1.51,tm2_1.514,tm2_1.518,tm2_1.522,tm2_1.526,tm2_1.53,tm2_1.534,tm2_1.538,tm2_1.542,tm2_1.546,tm2_1.55,tm2_1.554,tm2_1.558,tm2_1.562,tm2_1.566,tm2_1.57,tm2_1.574,tm2_1.578,tm2_1.582,tm2_1.586,tm2_1.59,tm2_1.594,tm2_1.598,tm2_1.602,tm2_1.606,tm2_1.61,tm2_1.614,tm2_1.618,tm2_1.622,tm2_1.626,tm2_1.63,tm2_1.634,tm2_1.638,tm2_1.642,tm2_1.646,tm2_1.65,tm_phase_diff_1.45,tm_phase_diff_1.454,tm_phase_diff_1.458,tm_phase_diff_1.462,tm_phase_diff_1.466,tm_phase_diff_1.47,tm_phase_diff_1.474,tm_phase_diff_1.478,tm_phase_diff_1.482,tm_phase_diff_1.486,tm_phase_diff_1.49,tm_phase_diff_1.494,tm_phase_diff_1.498,tm_phase_diff_1.502,tm_phase_diff_1.506,tm_phase_diff_1.51,tm_phase_diff_1.514,tm_phase_diff_1.518,tm_phase_diff_1.522,tm_phase_diff_1.526,tm_phase_diff_1.53,tm_phase_diff_1.534,tm_phase_diff_1.538,tm_phase_diff_1.542,tm_phase_diff_1.546,tm_phase_diff_1.55,tm_phase_diff_1.554,tm_phase_diff_1.558,tm_phase_diff_1.562,tm_phase_diff_1.566,tm_phase_diff_1.57,tm_phase_diff_1.574,tm_phase_diff_1.578,tm_phase_diff_1.582,tm_phase_diff_1.586,tm_phase_diff_1.59,tm_phase_diff_1.594,tm_phase_diff_1.598,tm_phase_diff_1.602,tm_phase_diff_1.606,tm_phase_diff_1.61,tm_phase_diff_1.614,tm_phase_diff_1.618,tm_phase_diff_1.622,tm_phase_diff_1.626,tm_phase_diff_1.63,tm_phase_diff_1.634,tm_phase_diff_1.638,tm_phase_diff_1.642,tm_phase_diff_1.646,tm_phase_diff_1.65
count,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0
mean,-0.4981254265695497,-0.4987683389884789,-0.4987957876481127,-0.4990848996676557,-0.4993849474229677,-0.4994798208039858,-0.4993309444837471,-0.499012000196737,-0.49867671256237894,-0.49837426388406797,-0.4980159781894498,-0.49757416695695794,-0.4967458014695284,-0.49557499624792267,-0.49477442237275765,-0.494161348302837,-0.49352899535087785,-0.49319521164723695,-0.4933787113217103,-0.4939451484245332,-0.4946657792748276,-0.49540295177915317,-0.49635961696609443,-0.49403293030513573,-0.491633136952379,-0.48991156377954387,-0.4887589188427634,-0.48812294032018555,-0.48787776659471604,-0.4878147786703182,-0.48769647659684817,-0.48742747797555286,-0.4871143266463721,-0.4868832742074354,-0.48676354889756845,-0.48667802582791847,-0.48649325457917675,-0.48615367341333043,-0.48570519489096076,-0.48517996326014345,-0.48453468214168227,-0.4837232925111199,-0.48280603762483393,-0.4818724059569941,-0.4809446704794594,-0.4800159670705097,-0.47910498936390644,-0.47824142329937264,-0.47744146533302684,-0.4767170527707159,-0.47607883351713953,-6.888779805570338,-6.915708849540293,-6.934256766817987,-6.957479568513802,-6.977957599967485,-7.0007751780093175,-7.03183388437772,-7.058617837492582,-7.092819231994064,-7.126603865954087,-7.157975265260975,-7.195986496446306,-7.239970790782489,-7.282267274132796,-7.320624991201753,-7.36287287975247,-7.417758495975938,-7.485649563561665,-7.553345815862364,-7.633571057675079,-7.723593068801078,-7.8202826938160355,-7.928272354365242,-7.989104477070362,-7.999106357158733,-7.896488342292557,-7.7937769959113,-7.7043180444680095,-7.613362646956736,-7.520622559969685,-7.433483918450095,-7.355421430425155,-7.287406751626628,-7.220925574142726,-7.145759302926385,-7.075625304029102,-7.0120534715885166,-6.951217865144264,-6.894137768212302,-6.846140713090554,-6.791690679808766,-6.745166265100632,-6.70495240018208,-6.664769523305434,-6.624973678485633,-6.58646167969683,-6.553141260442931,-6.525547008949834,-6.499821280230815,-6.468455262669061,-6.436234800944183,0.298296385232653,0.3614264438040812,0.42703955246040803,0.4967344723028571,0.4095329332816327,0.3857736516000003,0.2518261238963264,0.16508400881959207,0.13032211091428567,-0.0002143022938775525,-0.06263942759183672,-0.11071420801632656,-0.10160565533877575,-0.16572599066122462,-0.3317175021869389,-0.36542677564326514,-0.55008575002449,-0.6689252619183675,-0.788045304163266,-0.36375303238367324,0.11117954657142858,0.40655646863673467,0.5373175227755101,0.46355496799999973,0.39431054683265304,0.4054843458204081,0.33835928576326535,0.32373630383673463,0.24923925645714282,0.22613459596734653,0.25226722010612246,0.18005453462040805,0.1059437458204081,0.014634538351020398,-0.09254134253061204,-0.2704787634155105,-0.3335243353877549,-0.43122069921142897,-0.5838679436800004,-0.6455507803918359,-0.6611929561877551,-0.6416920437061227,-0.28355756714285696,0.11592766322448957,0.32972221940408164,0.4293212624644902,0.4117024075102043,0.38822671787755064,0.3824952856653057,0.41881412996734685,0.43685647581224424,-0.7199117500103528,-0.7170706298378009,-0.7147403569033878,-0.7128354018976749,-0.711244735952024,-0.7098014023544398,-0.708112558093457,-0.7061317751913015,-0.7041409698549458,-0.702185038902946,-0.7000680660651591,-0.6974359690164932,-0.694780100519926,-0.6924860058376808,-0.6881625613305373,-0.6842173578470185,-0.6809848196578765,-0.6783212373383679,-0.6760474478261191,-0.6739788739728167,-0.6720256080746607,-0.6702006980664729,-0.6685415799530984,-0.667079486444968,-0.6659192368524826,-0.664373351108596,-0.6614327680577674,-0.6587529132033774,-0.6562826152605918,-0.6538898635345874,-0.6515101889153906,-0.6490662418681934,-0.6465326720048853,-0.643996014949533,-0.6415618552513475,-0.6393402290402795,-0.6374286016096117,-0.6358007610235052,-0.6341347702767252,-0.6322490730159765,-0.6304616770826288,-0.6288511035909571,-0.6272526141773475,-0.6255357144927383,-0.623697445047197,-0.6217718817821201,-0.6198613535431305,-0.618128240607753,-0.6166520588124317,-0.6154010563774078,-0.6142775512408655,-7.950636059663375,-7.919226004025362,-7.898102301306127,-7.884165802946935,-7.863672061159344,-7.8336759137149015,-7.800016367691969,-7.783025946300861,-7.780512000423341,-7.774697947722399,-7.771267564440632,-7.774140098650351,-7.785968231426815,-7.8024121689352866,-7.828110321797861,-7.85578845604413,-7.88024199122682,-7.909070708334411,-7.955094242199714,-8.0093383821186,-8.075209784693099,-8.148377636281836,-8.224428426351938,-8.292780628543749,-8.243370898845352,-8.139141668614943,-7.998391272366909,-7.865053034516355,-7.724345829685614,-7.604314340790619,-7.505562036626468,-7.413017273709682,-7.327758818495643,-7.249104460530164,-7.16863863704376,-7.096834512788865,-7.02937113663549,-6.956217538699591,-6.8897536376310065,-6.8262987649473015,-6.767142118451998,-6.702565008197552,-6.645246990523517,-6.594057089145848,-6.5467944421348365,-6.500565536930664,-6.454317678701355,-6.402433143960217,-6.3506427337684395,-6.300121275237937,-6.254554712279953,-0.012123841779591861,-0.08208424191510198,-0.1449170124587755,-0.27727971782857086,-0.29300354507510235,-0.46361266584489774,-0.5493470455918368,-0.5440290695755101,-0.6529053984816325,-0.6794963031755105,-0.2506675545795919,0.24984532391020398,0.4340029835510206,0.5054228452571429,0.5780331780897967,0.5658615251673463,0.5311186585428576,0.49469446586122445,0.3938846009804083,0.17802745653061225,0.09674577672653069,0.0760309166873468,-9.722494693882746e-05,-0.09007104767918361,-0.12292928306530608,-0.1549386137061225,-0.2299907474040815,-0.1867318903918367,-0.24775013260408138,-0.33965260137142866,-0.44190228935510223,-0.5155652899428577,-0.7169687164489799,-0.3616340569387759,-0.05058571044897947,0.23457822403265263,0.3230398078244899,0.4424219114857144,0.46458554395918344,0.3641959779346936,0.3307759556816324,0.26441015633387754,0.2997768824000001,0.24645630011428618,0.25423013392816324,0.15517618029387742,0.13883163202448986,0.03178580760816323,-0.06042707428571417,-0.1144299503918367,-0.17368284471836723
std,0.7333427358756422,0.7367125925629618,0.7362969785339687,0.7377664708609282,0.7406086998632333,0.7437658749849334,0.7465109308778822,0.7486812515477148,0.7506936029698676,0.7530012142588781,0.7559415365777653,0.7596006792524551,0.7581219591588437,0.7490868446583923,0.7413352120990344,0.735812616788741,0.7311592646813679,0.7277929655843862,0.7264154317773083,0.7271446242511405,0.7302781614022524,0.7375737655876264,0.755712137582463,0.7362297131118497,0.7194323815081554,0.7097423559711357,0.7030905989480689,0.6981559379620473,0.6943677334100639,0.6913488565673807,0.6886554542389548,0.686090033300991,0.6839906653177591,0.6827083901524499,0.6823071050519788,0.682562035165411,0.6830507574517876,0.6835281191263063,0.6839055842718238,0.6839255403918933,0.6831902861959965,0.6813962421844035,0.6785899842355297,0.6750804714934011,0.6712086183115923,0.667251164624787,0.6633991026932365,0.6597476663522364,0.6563410392024871,0.6532544657802992,0.6506045303857716,5.115149300720887,5.1502406286937115,5.181777025265583,5.219454486970142,5.260012929211479,5.30350778044458,5.351539751045245,5.391873998489005,5.441206928983155,5.493860477067329,5.54824746177156,5.61012429481671,5.679164428425991,5.743898280883392,5.802455945705912,5.864204422813178,5.947264309407232,6.051143392154576,6.157444588243377,6.2742884247126565,6.398863542191341,6.5414444754418275,6.711656369721925,6.801506214777528,6.823685134776338,6.661702220688161,6.509737952019358,6.384661983846291,6.269999963839166,6.159569803084156,6.052327103442876,5.9574947635465545,5.879895432058438,5.803944256259632,5.7099404889484235,5.624602373452663,5.549779228920985,5.485070391050678,5.4246174135659455,5.375412022540266,5.313708505686963,5.263412965250402,5.219963051108082,5.174280805479413,5.12934479227731,5.085436748157072,5.0425560709382635,5.001680191881319,4.959427995025716,4.914493905414911,4.870617432405482,2.797292056950453,2.8221261342704187,2.768392646501989,2.7321872622153336,2.6826052673394787,2.610281680774696,2.584801562416147,2.5627333587465437,2.4761396408343765,2.4215534269861183,2.3617565365235618,2.363853499286111,2.313494569541373,2.2844824006091966,2.319750870969905,2.3704660880086843,2.4466955818519143,2.488929195068175,2.45130220710543,2.7072511039565237,2.8119676322466303,2.861556420067648,2.8275998682046075,2.7724857742404674,2.757836946833839,2.6388525865352075,2.578035905176727,2.5531436646317167,2.4971457496503127,2.455627929943542,2.4105261052217024,2.353416437068257,2.368849805311495,2.33567103278534,2.32108656136272,2.3593785862465952,2.3807055797114067,2.379619942993924,2.4048428786937235,2.4190909779421093,2.4892643386619784,2.628162513178209,2.831693455850033,2.8022771941097044,2.8264220284846147,2.7085510042975693,2.69060943396467,2.591937375526772,2.5938310771016067,2.5667827394576372,2.598061068356006,0.8912921837860168,0.8885632767553207,0.8864809277359808,0.8850357892273689,0.8840951442776018,0.8830677828261085,0.880495772845385,0.8767596310829783,0.8735760710629781,0.871485937272633,0.8699567298534063,0.8671907160715787,0.8652978336210828,0.8664819172322228,0.8552373470723373,0.8461826989670559,0.8397794089879795,0.8349199484941009,0.8310257450838034,0.8277084086102354,0.8248810314579333,0.822750126717674,0.8216156850845198,0.8219509460935358,0.8250726107784817,0.8259577521774547,0.8158931697446582,0.8087784328258851,0.8040649296565777,0.8007296206730332,0.7982226811845564,0.7959512053515578,0.793562646545729,0.7912717309869365,0.7893870989077992,0.7882779911805491,0.7883280800976372,0.7893885569627371,0.7895530950482412,0.7876523094948958,0.785599868811623,0.7836190183750955,0.7806852674785919,0.7765249633154793,0.7719176795834306,0.7675396208356647,0.7638032835358777,0.7610958336857883,0.7595736821523206,0.7592092389402029,0.7598717178275153,6.297166096178961,6.252904591980575,6.2187699490673305,6.200414065567774,6.181078388138585,6.1512633970600765,6.12579345936643,6.114991238724555,6.121066080725725,6.111688287894012,6.107178482312275,6.113833672100284,6.134474448979875,6.166351988844896,6.209020597190626,6.25874706241362,6.288545758418934,6.332880808314609,6.4029021126582775,6.498514199267473,6.608086870946835,6.736876659248682,6.866241466776192,6.991823350274936,6.919604239093206,6.766353511850265,6.563078004323725,6.380613339811304,6.180329864505136,6.012943757054456,5.8793226474613505,5.751556114904519,5.634413350372325,5.527459646194942,5.422378371852099,5.32874628193096,5.244451687356543,5.165213637235252,5.092764007360049,5.020967461138679,4.950589945114863,4.875744487828661,4.810840939203478,4.752336107327308,4.698583680411311,4.645995812263223,4.598315225364872,4.549405289212325,4.498602433775229,4.448094630760278,4.39803170685558,2.3873932303490824,2.4136012844345176,2.4020761544874496,2.3695184735712624,2.3768972897810774,2.4004165954990344,2.373772497956937,2.4402082365519164,2.5569925838423386,2.6411193647151068,2.730287962903012,2.7538682677342057,2.7750457567395452,2.759986101069624,2.7245404534341096,2.6832099785598276,2.6928134853849537,2.633422550430113,2.6598452006408912,2.656304204587203,2.5716748512974412,2.4701147613539507,2.412916390182148,2.360452462311892,2.263185200664428,2.318976098857856,2.3085573020379853,2.3520272315946356,2.341946357038496,2.377736574713395,2.394397466456861,2.510199182591857,2.579218784271809,2.725134760125057,2.870370587131257,2.863850967902958,2.8188346301915743,2.7847162303342916,2.691400311264424,2.717381234038703,2.628906201580338,2.6148732466091253,2.5600639179946083,2.497318182913888,2.446122995481036,2.4373298938052272,2.357242017490758,2.340935467324048,2.290758972039088,2.2998301155733167,2.292540186311571
min,-6.388366424555659,-6.371419815671097,-6.342469879426532,-6.3187915293383785,-6.3041171374288965,-6.420587303566822,-6.593433709861484,-6.6734106941210305,-6.657549242518333,-6.713159361312794,-7.558247266357749,-8.530278430964893,-8.886772467835092,-8.34073881290033,-7.815200250212289,-7.49141686373836,-7.3370085962767515,-7.325884742578704,-7.454268531268482,-7.745153964940152,-8.269829334152831,-9.235658179960472,-11.155251020698412,-9.587218023232435,-8.037220667133214,-7.085053474011083,-6.399468876311096,-5.8654946708273,-5.431341459299473,-5.069338076329992,-5.146917323398532,-5.276080449638493,-5.420602521551864,-5.581555992413587,-5.75851008059911,-5.948489352387976,-6.163591842406228,-6.3716830497666965,-6.555894906514624,-6.695001515067981,-6.768654424642746,-6.766455389419484,-6.693563677069757,-6.5672056519409,-6.407804573368449,-6.232354640910164,-6.052557278470597,-5.875581982870598,-5.705485924703755,-5.5444225294995935,-5.393445962839645,-18.128011129989545,-17.600900912459053,-16.950504898851772,-16.470494038129793,-16.39121757207877,-16.575380507796282,-19.6313425364291,-17.191040192877853,-16.8838135243531,-17.15938287300716,-17.369859119120605,-17.232837321556314,-19.131991895139983,-19.6313425364291,-20.129938991668677,-18.5855553871426,-19.278702567702545,-21.927238641272346,-21.21756215876119,-22.03630973632671,-21.40646268665319,-21.321102837702032,-22.703767430771343,-21.894448818449355,-23.93715412030357,-22.137959672588,-22.661207816352547,-22.64741449422021,-22.68226122555038,-23.316203230948116,-20.379676132556334,-19.756281990756737,-22.279162982452483,-20.31115618611958,-20.055436464370757,-19.237126140856805,-17.732546105215963,-17.43860227154021,-18.098597244783253,-21.964594427816117,-17.5662654157963,-16.567512646595667,-18.426698816277927,-17.600900912459053,-16.40844795196598,-16.518573217555446,-16.272413011342678,-16.38990437425381,-17.10695707566731,-17.21172039811539,-15.654361634726179,-6.09159,-6.02343,-6.059159999999999,-6.17531,-6.09239,-5.95244,-5.82295,-5.996180000000001,-5.87913,-6.08554,-6.00363,-6.18335,-5.47475,-6.1835,-5.76569,-6.04815,-6.10951,-5.8855,-6.1239300000000005,-6.19452,-6.0983,-6.08648,-6.09759,-6.176419999999999,-6.1028400000000005,-5.83836,-6.17394,-6.01349,-5.90417,-6.19209,-6.16346,-6.10691,-5.91331,-6.0937,-6.0174,-5.99332,-5.87164,-6.21404,-5.9360800000000005,-6.1388,-5.90948,-6.24049,-6.10435,-6.17238,-6.04335,-5.84249,-6.15361,-6.0738900000000005,-6.16015,-6.0588,-6.21266,-7.661206757667629,-7.911124662836106,-8.146878690591096,-8.338825273295107,-8.448894560858763,-8.449174794575514,-8.343248287689452,-8.163123137258918,-7.946174097589903,-7.719487816972519,-7.498149139667383,-7.289091835991731,-7.094723615353074,-6.915207981507322,-6.749683724411642,-6.596871949360294,-6.455368417764568,-6.323787005979563,-6.20082847501382,-6.163786665343681,-6.1721186948014495,-6.17929404479725,-6.18472895914452,-6.187795782771037,-6.702067191708203,-7.3536815092328265,-6.176989629715736,-6.165327578306414,-6.1493635765617904,-6.129233476852878,-6.105242613371484,-6.07782886076098,-6.047514399159079,-6.014831438854694,-5.980275379969064,-5.944268033077011,-6.00212921303771,-6.2615582065335955,-6.5602512597125,-6.89053441293782,-7.215456402147956,-7.444859856245501,-7.469332238758496,-7.287214978057804,-7.008781866355844,-6.728797707380337,-6.488426714214819,-6.29835390410761,-6.1574955189659555,-6.060823199770426,-6.001822000824418,-24.119475677097526,-22.3580215573648,-23.4799812100299,-24.482567755356893,-23.085600934346232,-22.0106202502114,-21.324745828980532,-20.857940740273012,-22.886088987565298,-20.317800728838247,-20.186772466431844,-20.129938991668677,-20.14105021709375,-20.918064915251477,-21.698775928480536,-24.970761578662685,-21.60274259569785,-20.987231382780877,-21.163322389824195,-23.711029940851226,-24.07281998545673,-22.81073955032351,-23.061478107583607,-23.80455599886205,-23.152548582986416,-23.43683121873673,-23.17900210943463,-24.665748049859264,-20.45323869973335,-20.02513111487543,-20.646304795810284,-18.717739978216745,-18.96540791939404,-19.43679181110873,-18.982799662105908,-18.633873964413407,-18.65766970208863,-18.280918801577208,-17.901886950537197,-18.75475585597386,-18.423685252972664,-17.32875744343505,-17.832894079050245,-17.655212901812796,-17.31542391256559,-17.120489081885886,-17.057143369955092,-16.96672773435866,-16.60260396640694,-16.177845655364095,-15.84806851374526,-5.94305,-6.12122,-5.60372,-5.96261,-6.14348,-5.92995,-6.13817,-5.7969800000000005,-6.03544,-6.13004,-6.20527,-5.96266,-6.22355,-5.905959999999999,-6.07057,-6.057580000000001,-6.049119999999999,-6.24095,-6.1283900000000004,-6.16559,-5.9846900000000005,-5.832669999999999,-6.03389,-6.08084,-6.10185,-6.27875,-5.76684,-6.08662,-5.99374,-6.09195,-6.01783,-5.88701,-6.11535,-6.26,-6.16423,-6.21771,-6.1944300000000005,-6.1119900000000005,-6.197030000000001,-6.11964,-6.03138,-6.1467,-5.961040000000001,-5.9489,-5.71079,-5.96632,-5.926130000000001,-6.24909,-5.78873,-6.21598,-6.05283
