te1_1.45,te1_1.454,te1_1.458,te1_1.462,te1_1.466,te1_1.47,te1_1.474,te1_1.478,te1_1.482,te1_1.486,te1_1.49,te1_1.494,te1_1.498,te1_1.502,te1_1.506,te1_1.51,te1_1.514,te1_1.518,te1_1.522,te1_1.526,te1_1.53,te1_1.534,te1_1.538,te1_1.542,te1_1.546,te1_1.55,te1_1.554,te1_1.558,te1_1.562,te1_1.566,te1_1.57,te1_1.574,te1_1.578,te1_1.582,te1_1.586,te1_1.59,te1_1.594,te1_1.598,te1_1.602,te1_1.606,te1_1.61,te1_1.614,te1_1.618,te1_1.622,te1_1.626,te1_1.63,te1_1.634,te1_1.638,te1_1.642,te1_1.646,te1_1.65,te2_1.45,te2_1.454,te2_1.458,te2_1.462,te2_1.466,te2_1.47,te2_1.474,te2_1.478,te2_1.482,te2_1.486,te2_1.49,te2_1.494,te2_1.498,te2_1.502,te2_1.506,te2_1.51,te2_1.514,te2_1.518,te2_1.522,te2_1.526,te2_1.53,te2_1.534,te2_1.538,te2_1.542,te2_1.546,te2_1.55,te2_1.554,te2_1.558,te2_1.562,te2_1.566,te2_1.57,te2_1.574,te2_1.578,te2_1.582,te2_1.586,te2_1.59,te2_1.594,te2_1.598,te2_1.602,te2_1.606,te2_1.61,te2_1.614,te2_1.618,te2_1.622,te2_1.626,te2_1.63,te2_1.634,te2_1.638,te2_1.642,te2_1.646,te2_1.65,te_phase_diff_1.45,te_phase_diff_1.454,te_phase_diff_1.458,te_phase_diff_1.462,te_phase_diff_1.466,te_phase_diff_1.47,te_phase_diff_1.474,te_phase_diff_1.478,te_phase_diff_1.482,te_phase_diff_1.486,te_phase_diff_1.49,te_phase_diff_1.494,te_phase_diff_1.498,te_phase_diff_1.502,te_phase_diff_1.506,te_phase_diff_1.51,te_phase_diff_1.514,te_phase_diff_1.518,te_phase_diff_1.522,te_phase_diff_1.526,te_phase_diff_1.53,te_phase_diff_1.534,te_phase_diff_1.538,te_phase_diff_1.542,te_phase_diff_1.546,te_phase_diff_1.55,te_phase_diff_1.554,te_phase_diff_1.558,te_phase_diff_1.562,te_phase_diff_1.566,te_phase_diff_1.57,te_phase_diff_1.574,te_phase_diff_1.578,te_phase_diff_1.582,te_phase_diff_1.586,te_phase_diff_1.59,te_phase_diff_1.594,te_phase_diff_1.598,te_phase_diff_1.602,te_phase_diff_1.606,te_phase_diff_1.61,te_phase_diff_1.614,te_phase_diff_1.618,te_phase_diff_1.622,te_phase_diff_1.626,te_phase_diff_1.63,te_phase_diff_1.634,te_phase_diff_1.638,te_phase_diff_1.642,te_phase_diff_1.646,te_phase_diff_1.65,tm1_1.45,tm1_1.454,tm1_1.458,tm1_1.462,tm1_1.466,tm1_1.47,tm1_1.474,tm1_1.478,tm1_1.482,tm1_1.486,tm1_1.49,tm1_1.494,tm1_1.498,tm1_1.502,tm1_1.506,tm1_1.51,tm1_1.514,tm1_1.518,tm1_1.522,tm1_1.526,tm1_1.53,tm1_1.534,tm1_1.538,tm1_1.542,tm1_1.546,tm1_1.55,tm1_1.554,tm1_1.558,tm1_1.562,tm1_1.566,tm1_1.57,tm1_1.574,tm1_1.578,tm1_1.582,tm1_1.586,tm1_1.59,tm1_1.594,tm1_1.598,tm1_1.602,tm1_1.606,tm1_1.61,tm1_1.614,tm1_1.618,tm1_1.622,tm1_1.626,tm1_1.63,tm1_1.634,tm1_1.638,tm1_1.642,tm1_1.646,tm1_1.65,tm2_1.45,tm2_1.454,tm2_1.458,tm2_1.462,tm2_1.466,tm2_1.47,tm2_1.474,tm2_1.478,tm2_1.482,tm2_1.486,tm2_1.49,tm2_1.494,tm2_1.498,tm2_1.502,tm2_1.506,tm2_1.51,tm2_1.514,tm2_1.518,tm2_1.522,tm2_1.526,tm2_1.53,tm2_1.534,tm2_1.538,tm2_1.542,tm2_1.546,tm2_1.55,tm2_1.554,tm2_1.558,tm2_1.562,tm2_1.566,tm2_1.57,tm2_1.574,tm2_1.578,tm2_1.582,tm2_1.586,tm2_1.59,tm2_1.594,tm2_1.598,tm2_1.602,tm2_1.606,tm2_1.61,tm2_1.614,tm2_1.618,tm2_1.622,tm2_1.626,tm2_1.63,tm2_1.634,tm2_1.638,tm2_1.642,tm2_1.646,tm2_1.65,tm_phase_diff_1.45,tm_phase_diff_1.454,tm_phase_diff_1.458,tm_phase_diff_1.462,tm_phase_diff_1.466,tm_phase_diff_1.47,tm_phase_diff_1.474,tm_phase_diff_1.478,tm_phase_diff_1.482,tm_phase_diff_1.486,tm_phase_diff_1.49,tm_phase_diff_1.494,tm_phase_diff_1.498,tm_phase_diff_1.502,tm_phase_diff_1.506,tm_phase_diff_1.51,tm_phase_diff_1.514,tm_phase_diff_1.518,tm_phase_diff_1.522,tm_phase_diff_1.526,tm_phase_diff_1.53,tm_phase_diff_1.534,tm_phase_diff_1.538,tm_phase_diff_1.542,tm_phase_diff_1.546,tm_phase_diff_1.55,tm_phase_diff_1.554,tm_phase_diff_1.558,tm_phase_diff_1.562,tm_phase_diff_1.566,tm_phase_diff_1.57,tm_phase_diff_1.574,tm_phase_diff_1.578,tm_phase_diff_1.582,tm_phase_diff_1.586,tm_phase_diff_1.59,tm_phase_diff_1.594,tm_phase_diff_1.598,tm_phase_diff_1.602,tm_phase_diff_1.606,tm_phase_diff_1.61,tm_phase_diff_1.614,tm_phase_diff_1.618,tm_phase_diff_1.622,tm_phase_diff_1.626,tm_phase_diff_1.63,tm_phase_diff_1.634,tm_phase_diff_1.638,tm_phase_diff_1.642,tm_phase_diff_1.646,tm_phase_diff_1.65,wg_1_w,wg_1_p_1_x,wg_1_p_1_y,wg_1_p_2_x,wg_1_p_2_y,wg_1_p_3_x,wg_1_p_3_y,wg_1_p_4_x,wg_1_p_4_y,wg_2_w,wg_2_p_1_x,wg_2_p_1_y,wg_2_p_2_x,wg_2_p_2_y,wg_2_p_3_x,wg_2_p_3_y,wg_2_p_4_x,wg_2_p_4_y
0.465075,0.498297,0.549594,0.58864,0.61108,0.620593,0.617946,0.604795,0.580462,0.542819,0.5038,0.489565,0.510372,0.546245,0.574926,0.593277,0.603879,0.60525,0.597982,0.580603,0.547017,0.504532,0.478957,0.486197,0.51369,0.540506,0.560208,0.575489,0.585872,0.590201,0.589201,0.578529,0.551474,0.514986,0.490482,0.49146,0.510525,0.533214,0.553728,0.57248,0.588558,0.600363,0.607238,0.607011,0.596714,0.577782,0.557071,0.541497,0.533633,0.532409,0.535916,0.0216705,0.0317208,0.0362801,0.0361718,0.0333002,0.0284508,0.0221258,0.0151998,0.00854838,0.00383326,0.00418249,0.0103145,0.0177843,0.0224502,0.0250939,0.0278311,0.030804,0.033387,0.0347153,0.0339578,0.0323491,0.0326288,0.0349934,0.0361455,0.0335948,0.0285174,0.0232519,0.0187128,0.0155254,0.0148527,0.0174604,0.0247607,0.03934,0.060209,0.079611,0.0893863,0.0887554,0.0823478,0.0734764,0.0628413,0.0510892,0.0392354,0.0279275,0.0182595,0.0123895,0.0122969,0.0184094,0.0296731,0.0443843,0.0606974,0.0765981,-5.473,-5.21868,1.26407,1.4027,1.50705,1.5926,1.65955,1.69753,1.66799,1.38106,0.724629,0.548933,0.64632,0.740182,0.772992,0.777165,0.782252,-5.48794,-5.46621,0.830142,0.814723,0.797548,0.835568,0.922491,0.998395,1.02412,0.996001,0.913975,0.759214,0.539602,0.312758,0.132764,0.0596318,0.121535,0.279959,0.463899,0.61763,-5.55395,-5.46964,-5.40388,0.923103,0.940034,0.917277,0.811781,0.552498,0.179574,-0.0819339,-0.174316,-0.167157,-0.110365,-0.0275679,0.314091,0.303631,0.289138,0.274997,0.262356,0.253064,0.250512,0.257364,0.273991,0.297548,0.321558,0.33851,0.344612,0.341462,0.333049,0.322401,0.311116,0.300301,0.291069,0.284977,0.28433,0.291071,0.304707,0.32188,0.338453,0.351816,0.361259,0.367009,0.369544,0.369431,0.367103,0.362631,0.355957,0.347427,0.338104,0.32974,0.324562,0.324716,0.33127,0.343484,0.359163,0.375907,0.392032,0.406478,0.41828,0.42644,0.430112,0.42852,0.42073,0.406147,0.385913,0.00674625,0.00344236,0.00156345,0.00107036,0.00184339,0.00369259,0.00629747,0.00922677,0.0118396,0.0133559,0.0133287,0.0119768,0.00989624,0.0075597,0.00520537,0.00303348,0.00130128,0.000249193,3.32e-05,0.000708869,0.00221678,0.00438224,0.00695256,0.00964247,0.0121681,0.0142726,0.0157226,0.0162789,0.0157234,0.0139934,0.0113147,0.00817156,0.00511883,0.00260452,0.000922895,0.000252621,0.000677557,0.00216537,0.00454941,0.00755061,0.0108353,0.0140789,0.0169997,0.0193444,0.0208584,0.0212958,0.0204871,0.018418,0.0152675,0.0114078,0.00737987,-0.980954,-0.605969,-0.0520143,0.827562,1.63725,2.14739,2.51678,-3.45468,-3.17497,-2.92674,-2.71668,-2.54522,-2.40182,-2.27,-2.13753,4.28093,4.41145,4.4944,1.99982,1.88729,2.02818,2.18784,2.34345,2.48742,2.6204,2.74713,-3.41014,-3.28087,-3.14676,-3.01019,-2.87717,-2.75596,-2.65739,-2.60458,-2.68778,2.89106,1.95373,1.81498,1.86829,1.97022,2.08458,2.20024,2.31483,2.4292,2.54501,2.66379,2.78637,-3.37026,-3.23957,-3.10435,-2.96585,0.5,0.0,1.95461,3.49373,1.95461,4.01095,-0.829185,5.0,-0.829185,0.5,0.0,-2.3473,2.50011,-2.3473,2.60039,1.22037,5.0,1.22037
0.939244,0.941254,0.943232,0.945177,0.947089,0.948967,0.950812,0.952625,0.954405,0.956155,0.957872,0.959556,0.961207,0.962821,0.964398,0.965935,0.96743,0.968882,0.970288,0.971648,0.972961,0.974226,0.975443,0.976612,0.977733,0.978805,0.97983,0.980806,0.981734,0.982614,0.983448,0.984237,0.984981,0.985684,0.986347,0.986974,0.987566,0.988126,0.988657,0.989162,0.989642,0.990098,0.990533,0.990946,0.991339,0.991711,0.992064,0.992396,0.992709,0.993001,0.993275,2.41e-06,2.16e-06,1.9e-06,1.65e-06,1.39e-06,1.14e-06,8.92e-07,6.6e-07,4.54e-07,2.82e-07,1.53e-07,7.34e-08,4.68e-08,7.28e-08,1.47e-07,2.61e-07,4.03e-07,5.59e-07,7.14e-07,8.53e-07,9.62e-07,1.03e-06,1.05e-06,1.03e-06,9.58e-07,8.51e-07,7.16e-07,5.68e-07,4.2e-07,2.83e-07,1.69e-07,8.39e-08,3.23e-08,1.54e-08,3.3e-08,8.41e-08,1.68e-07,2.86e-07,4.4e-07,6.35e-07,8.76e-07,1.17e-06,1.51e-06,1.91e-06,2.36e-06,2.86e-06,3.39e-06,3.96e-06,4.54e-06,5.14e-06,5.76e-06,4.63266,4.61182,-1.68955,-1.7051,-1.71865,-1.73155,-1.74623,-1.76702,-1.80195,-1.86761,-2.00268,-2.30435,-2.90483,-3.49569,-3.78103,-3.89577,2.34798,2.34596,2.36507,2.39734,2.4384,2.48564,2.53739,2.59254,2.65039,2.71062,2.77342,-3.44349,-3.37136,-3.28792,-3.18004,-3.01183,-2.66437,-1.84016,-1.05125,-0.73979,-0.607934,5.74046,5.7753,-0.488336,-0.476398,-0.467743,-0.459935,-0.451786,-0.442964,-0.433727,-0.424702,-0.416715,-0.41065,-0.40732,-0.407358,0.359958,0.363422,0.366896,0.370378,0.373867,0.37736,0.380856,0.384353,0.38785,0.391347,0.394842,0.398333,0.40182,0.405301,0.408774,0.412239,0.415693,0.419136,0.422567,0.425984,0.429386,0.432775,0.436148,0.439506,0.442848,0.446175,0.449486,0.452781,0.456058,0.459319,0.462562,0.465788,0.468996,0.472186,0.475359,0.478514,0.481653,0.484776,0.487882,0.490973,0.494048,0.497108,0.500153,0.503182,0.506196,0.509195,0.512178,0.515145,0.518097,0.521032,0.523952,5.64e-06,5.53e-06,5.39e-06,5.25e-06,5.14e-06,5.09e-06,5.12e-06,5.23e-06,5.43e-06,5.72e-06,6.06e-06,6.46e-06,6.88e-06,7.31e-06,7.74e-06,8.17e-06,8.59e-06,9.03e-06,9.48e-06,9.96e-06,1.05e-05,1.11e-05,1.17e-05,1.24e-05,1.32e-05,1.4e-05,1.49e-05,1.58e-05,1.67e-05,1.76e-05,1.84e-05,1.92e-05,1.99e-05,2.05e-05,2.11e-05,2.16e-05,2.2e-05,2.25e-05,2.3e-05,2.36e-05,2.43e-05,2.54e-05,2.67e-05,2.84e-05,3.04e-05,3.29e-05,3.57e-05,3.9e-05,4.25e-05,4.64e-05,5.05e-05,-2.54405,-2.50081,-2.46483,-2.4368,-2.41636,-2.40191,-2.3907,-2.37926,-2.36419,-2.34281,-2.31354,4.00727,4.05291,4.1057,4.16461,4.22861,4.29685,-1.91448,-1.83943,-1.76138,-1.68043,-1.59661,-1.51,-1.42077,-1.32925,-1.23593,-1.14148,-1.04669,-0.952443,-0.859724,-0.769532,-0.682881,5.68242,5.75906,-0.453842,-0.390653,-0.335129,-0.287591,-0.248033,-0.216052,-0.190819,-0.171097,-0.15535,-0.141905,-0.129157,-0.115744,-0.100661,-0.0833054,-0.0634393,-0.0411248,-0.016635,0.5,0.0,2.02361,3.08833,2.02361,0.702788,0.549333,5.0,0.549333,0.5,0.0,0.108249,4.09074,0.108249,0.912265,-2.01635,5.0,-2.01635
0.996098,0.995644,0.99518,0.994711,0.994243,0.993778,0.993324,0.992886,0.99247,0.992086,0.991739,0.991435,0.991181,0.99098,0.990835,0.990745,0.990711,0.990731,0.990802,0.990919,0.991081,0.991283,0.991521,0.991793,0.992095,0.992424,0.992779,0.993155,0.993549,0.993958,0.994377,0.994802,0.995227,0.995648,0.996059,0.996455,0.996833,0.997188,0.997518,0.99782,0.998094,0.998339,0.998556,0.998745,0.998909,0.999047,0.999163,0.999257,0.999333,0.999391,0.999434,2.7e-06,2.55e-06,2.54e-06,2.63e-06,2.76e-06,2.88e-06,2.95e-06,2.94e-06,2.84e-06,2.66e-06,2.42e-06,2.14e-06,1.85e-06,1.57e-06,1.31e-06,1.08e-06,8.68e-07,6.82e-07,5.16e-07,3.72e-07,2.47e-07,1.45e-07,6.74e-08,1.82e-08,2.96e-09,2.83e-08,1e-07,2.22e-07,3.92e-07,5.99e-07,8.27e-07,1.05e-06,1.25e-06,1.39e-06,1.47e-06,1.48e-06,1.42e-06,1.31e-06,1.19e-06,1.08e-06,1.01e-06,1e-06,1.06e-06,1.21e-06,1.44e-06,1.76e-06,2.2e-06,2.76e-06,3.49e-06,4.42e-06,5.57e-06,-4.06767,-4.23842,-4.39928,-4.54009,-4.65665,1.53289,1.45774,1.39558,1.3411,1.28963,1.23744,1.18183,1.12128,1.05547,0.985164,0.911948,0.837805,0.764786,0.694938,0.630665,0.575727,-5.74534,-5.7448,0.677471,2.05673,3.0081,3.12733,3.15915,3.17109,3.17728,3.1812,3.1829,-3.10232,-3.11055,-3.12821,-3.15937,-3.20891,-3.28252,-3.38598,-3.52346,-3.69438,-3.89037,-4.09618,1.98705,1.80269,1.63683,1.48858,1.35626,1.23859,1.13483,1.04434,0.988134,0.987845,0.987554,0.98726,0.986964,0.986665,0.986365,0.986063,0.985759,0.985453,0.985146,0.984838,0.984528,0.984217,0.983905,0.983593,0.98328,0.982968,0.982658,0.982349,0.982042,0.981738,0.981437,0.98114,0.980846,0.980556,0.98027,0.979988,0.97971,0.979436,0.979168,0.978904,0.978645,0.978392,0.978145,0.977904,0.977669,0.97744,0.977217,0.977001,0.976791,0.976588,0.97639,0.9762,0.976015,0.975837,0.975666,0.975501,0.975344,0.975193,0.975049,5.1e-08,7.19e-08,9.55e-08,1.2e-07,1.44e-07,1.66e-07,1.84e-07,1.98e-07,2.07e-07,2.13e-07,2.15e-07,2.14e-07,2.1e-07,2.04e-07,1.96e-07,1.85e-07,1.72e-07,1.58e-07,1.43e-07,1.27e-07,1.12e-07,9.68e-08,8.46e-08,7.72e-08,7.77e-08,9.11e-08,1.23e-07,1.82e-07,2.76e-07,4.14e-07,6.07e-07,8.63e-07,1.19e-06,1.6e-06,2.1e-06,2.7e-06,3.41e-06,4.23e-06,5.18e-06,6.27e-06,7.5e-06,8.88e-06,1.04e-05,1.21e-05,1.4e-05,1.6e-05,1.82e-05,2.05e-05,2.29e-05,2.54e-05,2.8e-05,0.625552,0.575491,0.537444,0.505649,0.475776,0.444572,0.409636,0.369293,0.322521,0.268867,0.20834,0.141229,0.0678891,-0.0114848,-0.0970413,-0.189386,-0.289639,-0.399495,-0.521376,5.62441,5.46634,5.28001,-1.22763,-1.49873,-1.81247,-2.13991,-2.43859,-2.68306,-2.87275,-3.01857,-3.13228,-3.22319,-3.298,-3.36144,-3.41679,-3.46633,-3.51162,-3.55368,-3.59317,2.65271,2.61737,2.58385,2.55204,2.52183,2.49306,2.46552,2.43898,2.41317,2.38782,2.36269,2.33754,0.5,0.0,1.1122,3.29803,1.1122,2.40703,-1.75067,5.0,-1.75067,0.5,0.0,2.36487,4.00165,2.36487,2.73101,0.744957,5.0,0.744957
0.67551,0.68014,0.684699,0.689187,0.693604,0.697953,0.702239,0.706465,0.710635,0.714752,0.718819,0.722838,0.726808,0.73073,0.734605,0.738434,0.74222,0.745964,0.749669,0.753337,0.756971,0.760571,0.764139,0.767675,0.771178,0.774649,0.778087,0.781491,0.784864,0.788205,0.791515,0.794795,0.798047,0.801269,0.804464,0.80763,0.810767,0.813875,0.816953,0.820001,0.823018,0.826003,0.828957,0.831878,0.834767,0.837623,0.840445,0.843233,0.845987,0.848706,0.85139,7.5e-06,8.1e-06,8.59e-06,8.96e-06,9.18e-06,9.21e-06,9.01e-06,8.54e-06,7.81e-06,6.88e-06,5.83e-06,4.79e-06,3.87e-06,3.18e-06,2.77e-06,2.64e-06,2.73e-06,2.94e-06,3.16e-06,3.27e-06,3.2e-06,2.92e-06,2.46e-06,1.88e-06,1.26e-06,7.14e-07,3.06e-07,8.41e-08,5.71e-08,1.97e-07,4.49e-07,7.47e-07,1.02e-06,1.23e-06,1.33e-06,1.34e-06,1.28e-06,1.2e-06,1.16e-06,1.22e-06,1.47e-06,1.96e-06,2.73e-06,3.81e-06,5.21e-06,6.89e-06,8.82e-06,1.09e-05,1.31e-05,1.52e-05,1.71e-05,1.06969,1.14068,1.21367,1.29266,1.38142,1.48319,-4.68247,-4.54673,-4.39007,-4.20902,-3.99881,2.53003,2.81793,3.15154,3.52336,3.91007,4.28194,-1.66314,-1.36197,-1.09195,-0.845057,-0.613851,-0.391753,-0.172125,0.0539374,0.303633,0.625852,-5.04726,-3.66082,-2.88729,-2.5336,-2.27945,4.2265,4.44091,4.65962,4.89324,-1.13037,-0.834098,-0.496736,-0.131364,0.229048,0.551784,0.824088,1.05022,1.24014,1.40324,1.5467,1.6756,-4.48969,-4.3804,-4.27809,0.0940523,0.09518,0.0963032,0.0974255,0.0985508,0.0996831,0.100827,0.101986,0.103166,0.104369,0.1056,0.106862,0.108157,0.109487,0.110853,0.112256,0.113696,0.115173,0.116684,0.11823,0.119806,0.121412,0.123043,0.124698,0.126373,0.128065,0.129774,0.131495,0.133229,0.134972,0.136725,0.138486,0.140254,0.142027,0.143807,0.145591,0.147379,0.14917,0.150965,0.152762,0.154561,0.156361,0.158163,0.159965,0.161768,0.16357,0.165372,0.167173,0.168974,0.170774,0.172574,3.81e-06,4.04e-06,4.29e-06,4.57e-06,4.87e-06,5.19e-06,5.51e-06,5.83e-06,6.13e-06,6.37e-06,6.52e-06,6.57e-06,6.47e-06,6.23e-06,5.84e-06,5.33e-06,4.73e-06,4.09e-06,3.48e-06,2.94e-06,2.52e-06,2.25e-06,2.13e-06,2.15e-06,2.29e-06,2.51e-06,2.77e-06,3.07e-06,3.41e-06,3.8e-06,4.29e-06,4.95e-06,5.85e-06,7.08e-06,8.7e-06,1.08e-05,1.34e-05,1.65e-05,2e-05,2.4e-05,2.82e-05,3.26e-05,3.69e-05,4.09e-05,4.45e-05,4.73e-05,4.93e-05,5.02e-05,5.01e-05,4.87e-05,4.63e-05,-3.34491,-3.12746,-2.89863,3.62359,3.87088,4.12412,4.38098,4.63951,-1.3849,-1.12661,-0.86886,-0.61103,-0.351916,-0.0897517,0.177803,0.453724,0.741723,1.04629,1.3725,-4.55809,-4.17677,-3.77011,-3.34921,-2.92988,3.75788,4.14222,4.50779,4.85945,-1.08087,-0.743371,-0.410545,-0.0845695,0.230384,0.529789,0.810331,1.07065,1.3112,1.53358,1.73993,1.93249,-4.16988,-3.99903,-3.83668,-3.68163,-3.53295,-3.38988,-3.25185,-3.11836,3.29416,3.41972,3.54185,0.5,0.0,-1.63306,4.1569,-1.63306,0.983178,-0.545311,5.0,-0.545311,0.5,0.0,2.25815,0.263385,2.25815,1.31071,2.10166,5.0,2.10166
0.809497,0.812576,0.815643,0.818696,0.821735,0.824757,0.827762,0.830747,0.83371,0.836647,0.839558,0.842438,0.845286,0.848099,0.850877,0.853616,0.856316,0.858976,0.861595,0.864172,0.866706,0.869197,0.871643,0.874045,0.876403,0.878716,0.880985,0.883209,0.885389,0.887526,0.88962,0.891672,0.893682,0.895651,0.89758,0.899469,0.901319,0.903131,0.904906,0.906646,0.908351,0.910023,0.911663,0.913274,0.914856,0.916411,0.91794,0.919444,0.920925,0.922385,0.923823,4.71e-06,4.2e-06,3.7e-06,3.22e-06,2.75e-06,2.34e-06,2.03e-06,1.86e-06,1.89e-06,2.13e-06,2.6e-06,3.24e-06,3.99e-06,4.75e-06,5.42e-06,5.92e-06,6.15e-06,6.11e-06,5.79e-06,5.22e-06,4.49e-06,3.68e-06,2.86e-06,2.11e-06,1.47e-06,9.74e-07,6.2e-07,3.91e-07,2.58e-07,1.92e-07,1.66e-07,1.64e-07,1.76e-07,2.01e-07,2.43e-07,3.06e-07,3.92e-07,5e-07,6.28e-07,7.67e-07,9.13e-07,1.06e-06,1.22e-06,1.39e-06,1.58e-06,1.8e-06,2.06e-06,2.37e-06,2.73e-06,3.14e-06,3.59e-06,0.907948,0.865841,-5.46351,-5.51753,0.697176,0.605289,0.481718,0.326343,0.156231,0.00217029,-0.111032,-0.17668,-0.200759,-0.192972,-0.162262,-0.115751,-0.058945,0.00379393,0.0688086,0.132781,0.19241,0.244085,0.283499,0.305138,-5.98161,0.262596,0.17462,0.022344,-0.202838,-0.486882,-0.791094,-1.08149,-1.34801,-1.59151,-1.80963,-1.9968,-2.15049,-2.27374,-2.37324,-2.45669,-2.53101,-2.60162,-2.6721,-2.74412,-2.81752,-2.89076,-2.96165,-3.02818,3.19407,3.1389,3.08873,0.355707,0.358649,0.361563,0.36445,0.367308,0.370136,0.372931,0.375691,0.378414,0.3811,0.383749,0.386363,0.388946,0.391501,0.394035,0.396553,0.39906,0.401562,0.404062,0.406562,0.409063,0.411565,0.414066,0.416565,0.41906,0.421549,0.424033,0.426512,0.428987,0.43146,0.433934,0.436413,0.438898,0.441393,0.443898,0.446412,0.448937,0.451468,0.454004,0.456542,0.459078,0.46161,0.464135,0.466652,0.46916,0.47166,0.474151,0.476637,0.479117,0.481594,0.484068,0.00011107,0.000111428,0.000111205,0.000110712,0.000110311,0.000110359,0.000111157,0.000112899,0.000115638,0.000119275,0.000123562,0.000128133,0.000132552,0.000136369,0.000139181,0.000140682,0.000140703,0.000139234,0.000136417,0.000132527,0.00012793,0.000123032,0.000118226,0.000113842,0.000110106,0.000107115,0.000104836,0.000103115,0.000101706,0.000100311,9.86e-05,9.64e-05,9.34e-05,8.95e-05,8.48e-05,7.94e-05,7.36e-05,6.75e-05,6.17e-05,5.63e-05,5.17e-05,4.81e-05,4.56e-05,4.44e-05,4.44e-05,4.54e-05,4.73e-05,4.98e-05,5.27e-05,5.57e-05,5.86e-05,3.73398,3.7982,3.85809,3.91302,-2.32024,-2.27475,-2.23245,-2.19162,-2.15032,-2.10676,-2.0596,-2.00811,-1.95222,-1.89242,-1.82963,-1.76505,-1.7,4.6473,4.70916,4.76761,4.82172,4.87095,-1.36794,-1.32813,-1.29181,-1.25758,-1.22387,-1.18919,-1.1524,-1.11287,-1.07053,-1.02585,-0.97977,-0.933595,-0.888917,-0.847538,-0.811389,-0.782423,-0.762435,-0.752779,5.52922,5.51795,5.49895,5.47596,-0.829661,-0.84731,-0.857068,-0.857361,-0.847998,-0.829765,-0.80399,0.5,0.0,-1.1544,2.73935,-1.1544,0.286315,-0.385822,5.0,-0.385822,0.5,0.0,-0.411279,1.50727,-0.411279,1.49451,2.41526,5.0,2.41526
